"id","parent_id","name_th","name_en","order_on","status","created_on","created_by","updated_on","updated_by"
"30","1","ทองหล่อ","Thong Lo","14","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"31","1","เอกมัย","Ekkamai","15","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"32","1","พระโขนง","Phra Khanong","16","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"33","1","อ่อนนุช","On nut","17","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"34","1","บางจาก","Bang chak","18","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"35","1","ปุณณวิถี","Punnawithi","19","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"36","1","อุดมสุข","Udom Suk","20","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"37","1","บางนา","Bang Na","21","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"38","1","แบริ่ง","Bearing","22","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"39","1","สนามกีฬาแห่งชาติ","Nationnal Stadium","23","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"40","1","ราชดำริ","Ratchadamri","24","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"41","1","ศาลาแดง","Sala Daeng","25","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"42","1","ช่องนนทรี","Chong Nonsi","26","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"43","1","สุรศักดิ์","Surasak","27","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"44","1","สะพานตากสิน","Saphan Taksin","28","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"45","1","กรุงธนบุรี","Krung Thon Buri","29","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"46","1","วงเวียนใหญ่","Wongwian Yai","30","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"47","1","โพธิ์นิมิตร","Pho Nimit","31","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"48","1","ตลาดพลู","Talat Phlu","32","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"49","1","วุฒากาศ","Wutthakat","33","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"50","1","บางหว้า","Bang Wa","34","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"51","2","หัวลำโพง","Hua LamPhong","1","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"52","2","สามย่าน","Sam Yan","2","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"53","2","สีลม","Si Lom","3","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"54","2","ลุมพินี","Lumphini","4","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"55","2","คลองเตย","Khlong Toei","5","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"56","2","ศูนย์การประชุมแห่งชาติสิริกิติ์","Queen Sirikit National Conv. Centre","6","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"57","2","สุขุมวิท","Sukhumvit","7","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"58","2","เพชรบุรี","Phetchaburi","8","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"59","2","พระรามเก้า","Phra Ram 9","9","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"60","2","ศุนย์วัฒนธรรมแห่งประเทศไทย","Thailand Cultural Centre","10","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"61","2","ห้วยขวาง","Huai Khwang","11","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"62","2","สุทธิสาร","Sutthisan","12","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"63","2","รัชดาภิเษก","Ratchadaphisek","13","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"64","2","ลาดพร้าว","Lat Phrao","14","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"65","2","พหลโยธิน","Phahon Yothin","15","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"66","2","สวนจตุจักร","Chatuchak Park","16","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"67","2","กำแพงเพชร","Kamphaeng Phet","17","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
"68","2","บางซื่อ","Bang Sue","18","Y","2019-02-11 22:25:46","-","0000-00-00 00:00:00","-"
